"tract","Name","Household_Income_at_Age_35_rP_gP_pall","Incarceration_Rate_rP_gP_pall","Teenage_Birth_Rate_women_only_rP_gP_pall","Individual_Income_Excluding_Spouse_at_Age_35_rP_gP_pall","Fraction_Married_at_Age_35_rP_gP_pall","Spouse's_Income_at_Age_35_rP_gP_pall","Employment_Rate_at_Age_35_rP_gP_pall","High_School_Graduation_Rate_rP_gP_pall","College_Graduation_Rate_rP_gP_pall","Hours_Worked_Per_Week_at_Age_35_rP_gP_pall","Hourly_Wage_$/hour_at_Age_35_rP_gP_pall","Frac._in_Top_20%_Based_on_Household_Income_rP_gP_pall","Frac._In_Top_1%_Based_on_Household_Income_rP_gP_pall","Frac._in_Top_20%_Based_on_Indiv_Income_rP_gP_pall","Frac._In_Top_1%_Based_on_Indiv._Income_rP_gP_pall","%_Staying_in_Same_Commuting_Zone_as_Adults_rP_gP_pall","%_Staying_in_Same_Tract_as_Adults_rP_gP_pall","Household_Income_Stayed_in_Commuting_Zone_rP_gP_pall","Individual_Income_Stayed_in_Commuting_Zone_rP_gP_pall","Household_Income_for_U.S._Natives_rP_gP_pall","Household_Income_for_Immigrants_rP_gP_pall","Individual_Income_for_U.S._Natives_rP_gP_pall","Individual_Income_for_Immigrants_rP_gP_pall","Number_of_Children_rP_gP_pall"
6037603301,"Gardena, CA",41644,0.0084,,32248,0.3167,37975,0.7393,,,,,0.1957,,0.2887,,0.8008,0.2193,42387,34040,,,,,789
6037603302,"Gardena, CA",38388,0.0088,,30677,0.3091,42314,0.7752,,,,,0.1789,,0.2298,,0.8662,0.2951,40373,33035,,,,,774
6037603400,"Gardena, CA",38970,0.0153,,29588,0.339,39727,0.7299,,,,,0.1624,,0.2308,,0.813,0.2566,38544,30189,,,,,1139
6037603500,"Gardena, CA",43930,0.0051,,32156,0.3838,37805,0.8005,,,,,0.2245,,0.2799,,0.7814,0.2997,43784,32802,,,,,780
6037603600,"Gardena, CA",42238,0.0037,,31547,0.3682,39810,0.7696,,,,,0.2246,,0.2462,,0.7624,0.2993,42259,32546,,,,,874
6037603702,"Lawndale, CA",45753,0.0004,,32066,0.4322,40740,0.7499,,,,,0.2376,,0.2419,,0.7857,0.2489,46409,32961,,,,,1156
6037603703,"Hawthorne, CA",44601,0.0034,,33401,0.3676,46272,0.8077,,,,,0.2038,,0.2413,,0.8233,0.3442,45409,33520,,,,,683
6037603704,"Hawthorne, CA",30069,0.0173,,25065,0.253,33414,0.7265,,,,,0.0746,,0.1098,,0.7845,0.1994,30555,26550,,,,,2242
6037603801,"Lawndale, CA",34172,0.0185,,26988,0.3244,32091,0.7531,,,,,0.127,,0.1568,,0.7632,0.191,35649,28919,,,,,1458
6037603802,"Lawndale, CA",34933,0.0143,,26766,0.368,35503,0.7367,,,,,0.1266,,0.1662,,0.7962,0.2607,35211,28007,,,,,1351
6037603900,"Lawndale, CA",37438,0.016,,27443,0.3549,37382,0.7235,,,,,0.1596,,0.1871,,0.7807,0.2518,38366,28857,,,,,2102
6037604001,"Lawndale, CA",34302,0.0097,,25927,0.3387,35646,0.7419,,,,,0.1199,,0.156,,0.7982,0.27,35955,28099,,,,,1427
6037604002,"Lawndale, CA",35094,0.012,,26808,0.3448,34255,0.7289,,,,,0.1189,,0.1686,,0.7834,0.2131,36965,28989,,,,,1621
6037604100,"Lawndale, CA",35729,0.0138,,26995,0.3551,37857,0.7211,,,,,0.1278,,0.1584,,0.7599,0.2621,36387,28701,,,,,2161
6037609900,"San Pedro, Los Angeles, CA",36571,0.0041,,28043,0.3704,32632,0.7433,,,,,0.1471,,0.2197,,0.7985,0.2441,38067,30045,,,,,450
6037620001,"El Segundo, CA",53264,0.0075,,35478,0.4485,47851,0.7669,,,,,0.2842,,0.3199,,0.7001,0.2297,56052,37462,,,,,993
6037620002,"El Segundo, CA",51316,0.0044,,34624,0.4471,48171,0.7404,,,,,0.3002,,0.3067,,0.688,0.2038,49452,35046,,,,,712
6037620101,"El Segundo, CA",51587,0.0066,,34301,0.4287,45142,0.7847,,,,,0.2831,,0.3181,,0.6994,0.2599,52276,35935,,,,,1266
6037620102,"El Segundo, CA",51880,0.0051,,34938,0.4769,38659,0.7692,,,,,0.2806,,0.3257,,0.698,0.1968,51229,35358,,,,,668
6037620201,"Manhattan Beach, CA",44752,0.0017,,32516,0.2995,,0.8012,,,,,0.2154,,0.2773,,0.6494,0.1935,43651,29426,,,,,59
6037620301,"Manhattan Beach, CA",71516,0.0028,,43865,0.5925,54149,0.8307,,,,,0.4997,,0.4626,,0.6307,0.1815,66711,43019,,,,,1194
6037620303,"Manhattan Beach, CA",64001,0.0001,,38391,0.5687,56484,0.6995,,,,,0.4252,,0.4036,,0.6918,0.197,62359,38272,,,,,1091
6037620305,"Manhattan Beach, CA",65798,0.014,,44013,0.4887,54288,0.7987,,,,,0.4293,,0.4425,,0.6799,0.2236,64352,43158,,,,,760
6037620400,"Manhattan Beach, CA",58721,0.0016,,38868,0.4823,49479,0.7884,,,,,0.3739,,0.3873,,0.7134,0.2312,57501,38795,,,,,1255
6037620501,"North Redondo, Redondo Beach, CA",48817,0.0086,,35335,0.4278,44347,0.7948,,,,,0.2688,,0.3096,,0.7084,0.2094,46399,35052,,,,,1277
6037620521,"North Redondo, Redondo Beach, CA",43723,0.0103,,30962,0.4199,42879,0.7684,,,,,0.2039,,0.2434,,0.7217,0.1956,41997,31127,,,,,932
6037620522,"North Redondo, Redondo Beach, CA",45380,0.0087,,30334,0.4036,48369,0.7336,,,,,0.2532,,0.2708,,0.6853,0.2043,46282,31825,,,,,877
6037620601,"North Redondo, Redondo Beach, CA",41115,0.0124,,28570,0.3927,40550,0.7263,,,,,0.1727,,0.1871,,0.6816,0.1649,40042,29937,,,,,1018
6037620602,"North Redondo, Redondo Beach, CA",51182,0.0058,,34699,0.4619,42122,0.7824,,,,,0.2932,,0.3242,,0.7417,0.2393,49803,35394,,,,,1206
6037620701,"North Redondo, Redondo Beach, CA",47267,0.004,,32592,0.4338,41210,0.7633,,,,,0.2535,,0.2839,,0.7009,0.1898,44722,32172,,,,,1154
6037620702,"North Redondo, Redondo Beach, CA",49427,0.0036,,30604,0.4957,45148,0.7322,,,,,0.298,,0.2743,,0.7201,0.213,47257,31209,,,,,1364
6037620800,"Manhattan Beach, CA",63118,0.0005,,40868,0.4945,52282,0.7958,,,,,0.404,,0.409,,0.7191,0.2104,60105,40400,,,,,2056
6037620901,"Manhattan Beach, CA",70724,0,,44666,0.491,55661,0.7948,,,,,0.4712,,0.4587,,0.6201,0.1459,62269,41237,,,,,620
6037620904,"Manhattan Beach, CA",57312,0,,36705,0.4767,57104,0.681,,,,,0.4566,,0.439,,0.6412,0.1953,53156,36433,,,,,506
6037621001,"Hermosa Beach, CA",48953,0.0009,,32350,0.451,49671,0.7074,,,,,0.2929,,0.2921,,0.6074,0.206,44199,29503,,,,,629
6037621002,"Hermosa Beach, CA",52008,0.0033,,32713,0.399,45235,0.7159,,,,,0.2874,,0.3694,,0.5766,0.1098,50877,34260,,,,,127
6037621004,"Hermosa Beach, CA",52418,0.0008,,37390,0.432,47988,0.7432,,,,,0.3345,,0.3656,,0.7093,0.2646,51865,37349,,,,,554
6037621102,"Hermosa Beach, CA",48700,0,,35422,0.4438,38387,0.7866,,,,,0.2363,,0.2981,,0.6967,0.1971,45449,34700,,,,,489
6037621104,"Hermosa Beach, CA",52509,0.0012,,35582,0.4375,47479,0.7657,,,,,0.3312,,0.3273,,0.5792,0.1593,46973,33513,,,,,436
6037621201,"South Redondo, Redondo Beach, CA",44806,0.0024,,31092,0.3915,46482,0.7421,,,,,0.2479,,0.2257,,0.723,0.2111,46298,31660,,,,,1190
6037621204,"South Redondo, Redondo Beach, CA",40535,0,,27597,0.4298,38646,0.6682,,,,,0.279,,0.2451,,0.6256,0.1265,37921,27574,,,,,238
6037621301,"South Redondo, Redondo Beach, CA",51200,0.0103,,34454,0.4717,44965,0.7622,,,,,0.3033,,0.3134,,0.6798,0.2002,51254,34844,,,,,1180
6037621324,"South Redondo, Redondo Beach, CA",46400,0.0118,,29883,0.4465,44193,0.7468,,,,,0.2532,,0.2773,,0.6845,0.1512,44186,28978,,,,,308
6037621326,"South Redondo, Redondo Beach, CA",48985,0.0046,,33369,0.3892,39983,0.6752,,,,,0.3288,,0.3596,,0.6563,0.1292,51039,36564,,,,,278
6037621400,"South Redondo, Redondo Beach, CA",45255,0.0039,,31474,0.4258,42833,0.7162,,,,,0.2585,,0.2591,,0.6741,0.2185,42691,30693,,,,,876
6037650001,"Torrance, CA",49527,0.0053,,32588,0.4746,45130,0.7517,,,,,0.2509,,0.2618,,0.7411,0.3005,48144,33594,,,,,1267
6037650003,"Northwest Torrance, Torrance, CA",41292,0.012,,30252,0.3969,40691,0.7269,,,,,0.2088,,0.2771,,0.7704,0.2162,40314,30162,,,,,785
6037650004,"Northwest Torrance, Torrance, CA",51478,0.0041,,35853,0.4511,41352,0.7776,,,,,0.302,,0.3611,,0.7158,0.2338,49871,37978,,,,,995
6037650101,"Northeast Torrance, Torrance, CA",48646,0.0024,,35178,0.4035,44026,0.8144,,,,,0.2602,,0.2838,,0.8278,0.3038,48676,35547,,,,,1151
6037650102,"Northwest Torrance, Torrance, CA",54006,0.0068,,34942,0.5164,44272,0.7704,,,,,0.275,,0.303,,0.8163,0.2403,53163,35087,,,,,632
6037650200,"Northwest Torrance, Torrance, CA",49957,0.0035,,34178,0.4742,42867,0.8061,,,,,0.266,,0.2672,,0.8003,0.2768,51196,35137,,,,,1553
6037650300,"Northwest Torrance, Torrance, CA",45973,0.0072,,32485,0.406,40640,0.7503,,,,,0.2597,,0.288,,0.7684,0.2673,46136,33497,,,,,1458
6037650401,"Madrona, Torrance, CA",52972,0.008,,35161,0.4778,42853,0.7747,,,,,0.291,,0.2952,,0.7463,0.2182,51713,36081,,,,,1009
6037650501,"West Torrance, Torrance, CA",54618,0.0067,,35601,0.4223,51457,0.7639,,,,,0.3243,,0.3139,,0.7733,0.279,53827,36761,,,,,827
6037650502,"West Torrance, Torrance, CA",56175,0.0017,,37195,0.4914,46477,0.7613,,,,,0.359,,0.3658,,0.7158,0.2401,55149,37319,,,,,966
6037650602,"Torrance, CA",47948,0.0057,,33025,0.4257,44237,0.7288,,,,,0.303,,0.3176,,0.738,0.1629,48713,34364,,,,,1473
6037650603,"Torrance, CA",58755,0.01,,39209,0.4604,46346,0.7952,,,,,0.3796,,0.3871,,0.7519,0.2255,56936,38143,,,,,924
6037650604,"Delthorne, Torrance, CA",44713,0.004,,32138,0.4236,39306,0.7624,,,,,0.2451,,0.2645,,0.7319,0.149,46552,34343,,,,,1021
6037650605,"Delthorne, Torrance, CA",45541,0.0034,,32067,0.4018,43221,0.785,,,,,0.2481,,0.2621,,0.7165,0.1942,44056,32523,,,,,522
6037650701,"Southwood, Torrance, CA",50482,0.001,,33728,0.42,45434,0.7714,,,,,0.3067,,0.3175,,0.7364,0.234,48731,34424,,,,,564
6037650702,"Southwood, Torrance, CA",56355,0.0099,,36485,0.5017,47091,0.7719,,,,,0.3478,,0.3528,,0.6872,0.206,56517,36508,,,,,1196
6037650800,"Park Plaza, Torrance, CA",47921,0.0017,,33947,0.3941,49410,0.7149,,,,,0.3247,,0.3607,,0.748,0.2295,48861,34245,,,,,1144
6037650901,"Old Town Torrance, Torrance, CA",45282,0.0171,,30908,0.4116,43124,0.7693,,,,,0.2507,,0.2303,,0.7726,0.2236,46030,31874,,,,,1295
6037650902,"Old Town Torrance, Torrance, CA",43960,0.0201,,31801,0.3936,40307,0.7688,,,,,0.2214,,0.2398,,0.7504,0.2106,43621,32772,,,,,1600
6037651001,"Southeast Torrance, Torrance, CA",51532,0.0082,,35998,0.4487,40759,0.7708,,,,,0.2975,,0.3399,,0.7266,0.2138,48792,34090,,,,,1184
6037651002,"Southeast Torrance, Torrance, CA",59235,0.0039,,36279,0.5148,49516,0.7427,,,,,0.4014,,0.3557,,0.752,0.2128,58179,37129,,,,,960
6037651101,"Torrance, CA",55159,0.0015,,36174,0.4715,45767,0.7539,,,,,0.3267,,0.3245,,0.741,0.2378,54077,36323,,,,,1161
6037651102,"Torrance Heights Civic, Torrance, CA",49129,0.003,,33399,0.4643,43697,0.7628,,,,,0.278,,0.2597,,0.6803,0.1907,48871,33318,,,,,501
6037651201,"Seaside, Torrance, CA",55704,0.0021,,35990,0.493,48086,0.7521,,,,,0.3395,,0.3518,,0.7328,0.2395,51840,35273,,,,,1419
6037651221,"Southwood Riviera, Torrance, CA",56301,0,,37673,0.4979,42590,0.7202,,,,,0.3378,,0.3941,,0.7838,0.1674,56360,37868,,,,,638
6037651222,"Southwood Riviera, Torrance, CA",50781,0.002,,34744,0.4323,43583,0.7377,,,,,0.2922,,0.3267,,0.7265,0.1837,48917,34293,,,,,1458
6037651302,"Riviera, Torrance, CA",56592,0.0003,,36199,0.4854,49682,0.7461,,,,,0.3507,,0.3719,,0.6555,0.1992,54803,36786,,,,,1313
6037651304,"Riviera, Redondo Beach, CA",54525,0.0009,,36615,0.4476,48924,0.7315,,,,,0.346,,0.3336,,0.6783,0.1623,52333,34793,,,,,756
6037651401,"Hillside, Torrance, CA",59203,0.0013,,40086,0.4428,45389,0.7698,,,,,0.3946,,0.4325,,0.724,0.1848,56775,39474,,,,,595
6037651402,"Walteria, Torrance, CA",53942,0.0023,,36187,0.4359,45812,0.7387,,,,,0.3334,,0.3727,,0.682,0.2272,52866,36017,,,,,1378
6037670001,"Lomita, CA",46501,0.0076,,32352,0.4531,37668,0.7767,,,,,0.1834,,0.2433,,0.7572,0.2132,45755,32105,,,,,741
6037670002,"Lomita, CA",42402,0.0059,,29381,0.3826,37279,0.7562,,,,,0.1872,,0.2114,,0.7728,0.2518,40933,28883,,,,,983
6037670003,"Lomita, CA",42408,0.0137,,30421,0.4092,35807,0.7652,,,,,0.206,,0.243,,0.7307,0.235,44298,31778,,,,,1634
6037670100,"Lomita, CA",42698,0.0065,,31119,0.3923,38619,0.7589,,,,,0.2223,,0.2628,,0.757,0.2002,41664,30662,,,,,1563
6037670201,"Rolling Hills Estates, CA",62572,0.0024,,39867,0.545,50463,0.7582,,,,,0.4086,,0.4168,,0.689,0.2009,60083,40216,,,,,871
6037670202,"Rolling Hills Estates, CA",65409,0,,40248,0.5159,51693,0.7485,,,,,0.4579,,0.4527,,0.661,0.2007,64339,41792,,,,,726
6037670324,"Palos Verdes Estates, CA",69916,0.0032,,44300,0.5654,53074,0.7372,,,,,0.4913,,0.526,,0.6219,0.2005,71653,47020,,,,,1101
6037670326,"Palos Verdes Estates, CA",72431,0.0001,,46029,0.4892,61944,0.7508,,,,,0.5175,,0.539,,0.6615,0.1742,69196,44877,,,,,852
6037670328,"Palos Verdes Estates, CA",67376,0.0011,,41214,0.5282,54371,0.7427,,,,,0.4935,,0.4644,,0.6254,0.1639,65710,41082,,,,,1144
6037670403,"Rancho Palos Verdes, CA",60317,0.0007,,39303,0.4915,50912,0.7314,,,,,0.4455,,0.4289,,0.6999,0.2107,60924,39234,,,,,563
6037670405,"Rancho Palos Verdes, CA",60479,0.0014,,39667,0.5192,50116,0.7371,,,,,0.4463,,0.4255,,0.6559,0.1554,55976,38390,,,,,492
6037670406,"Rolling Hills Estates, CA",75352,0,,44351,0.5512,56209,0.7874,,,,,0.5338,,0.4801,,0.6514,0.1692,76085,45951,,,,,353
6037670407,"Rancho Palos Verdes, CA",56927,0.001,,38105,0.4779,46968,0.7163,,,,,0.3856,,0.4108,,0.6444,0.187,52249,36609,,,,,1406
6037670411,"Rancho Palos Verdes, CA",58678,0.0008,,39510,0.4544,50022,0.7553,,,,,0.4066,,0.4297,,0.6804,0.1875,58460,39950,,,,,1118
6037670413,"Rancho Palos Verdes, CA",60188,0.0003,,39094,0.4997,46871,0.7461,,,,,0.4206,,0.4563,,0.612,0.1799,55186,36414,,,,,1161
6037670416,"Rancho Palos Verdes, CA",71058,0.0009,,45075,0.5231,52483,0.7744,,,,,0.5,,0.5294,,0.6516,0.1695,68942,44545,,,,,866
6037670500,"Rolling Hills, CA",76786,0.0017,,46768,0.5418,61542,0.7305,,,,,0.5687,,0.5435,,0.672,0.1608,74881,46582,,,,,477
6037670602,"Rancho Palos Verdes, CA",62126,0.0038,,40802,0.5002,46961,0.7624,,,,,0.428,,0.4308,,0.6459,0.1799,58219,40011,,,,,1622
6037670701,"Rancho Palos Verdes, CA",55697,0.0017,,36088,0.4649,46359,0.7685,,,,,0.3212,,0.3477,,0.761,0.2443,55841,37026,,,,,1521
6037670702,"Rancho Palos Verdes, CA",64611,0.0031,,40640,0.5195,51600,0.7884,,,,,0.4418,,0.4061,,0.716,0.1989,65363,40773,,,,,1200
6037700101,"Central LA, West Hollywood, CA",39365,0.0069,,30219,0.3189,34520,0.7131,,,,,0.2235,,0.2532,,0.851,0.2469,39862,31138,,,,,552
6037700102,"Central LA, West Hollywood, CA",51006,0.0108,,33894,0.4708,42278,0.6853,,,,,0.3217,,0.2963,,0.8024,0.2449,48444,34057,,,,,428
6037700200,"Central LA, West Hollywood, CA",47263,0.0035,,34602,0.3847,44561,0.7411,,,,,0.3172,,0.3378,,0.7993,0.1978,54055,38972,,,,,289
6037700300,"Central LA, West Hollywood, CA",51671,0.0098,,32948,0.4434,47046,0.7114,,,,,0.2976,,0.3277,,0.769,0.1588,57483,38639,,,,,176
6037700400,"Central LA, West Hollywood, CA",50486,0.0108,,35760,0.3922,47319,0.71,,,,,0.3102,,0.3499,,0.7111,0.1628,53350,38408,,,,,336
6037700501,"Central LA, West Hollywood, CA",42894,0.0242,,27444,0.5049,40781,0.6694,,,,,0.2852,,0.2875,,0.5779,0.1159,47637,30721,,,,,119
6037700502,"Central LA, West Hollywood, CA",33510,0.0031,,25855,0.2956,43924,0.6419,,,,,0.1912,,0.1912,,0.7003,0.2156,39218,30271,,,,,136
6037700600,"Beverly Hills, CA",70857,0.0004,,46452,0.5109,58807,0.6294,,,,,0.5291,,0.5531,,0.8267,0.2219,69656,46610,,,,,1286
6037700700,"The Flats, Beverly Hills, CA",67429,0.0001,,43385,0.5282,61672,0.6343,,,,,0.5198,,0.5033,,0.7837,0.2813,64899,41183,,,,,778
6037700801,"Beverly Hills, CA",58572,0,,40481,0.4664,49569,0.6542,,,,,0.4099,,0.4422,,0.8383,0.2348,61856,42790,,,,,834
6037700802,"Beverly Hills, CA",57196,0,,38379,0.4178,57728,0.6457,,,,,0.4217,,0.4073,,0.7751,0.2145,57700,38382,,,,,650
6037700901,"Central LA, Beverly Hills, CA",58571,0.0003,,38776,0.4903,54525,0.6871,,,,,0.4219,,0.4552,,0.78,0.2486,58874,39199,,,,,948
6037700902,"Beverly Hills, CA",54908,0.0018,,37425,0.4182,51180,0.6926,,,,,0.4192,,0.4112,,0.7617,0.1997,56481,38629,,,,,1257
6037701000,"Beverly Hills, CA",60771,0,,41447,0.4231,53961,0.7204,,,,,0.4304,,0.4647,,0.7907,0.1919,60630,42499,,,,,1002
6037701100,"West Los Angeles, Los Angeles, CA",41677,0.0219,,30482,0.3616,,0.79,,,,,0.2205,,0.2102,,0.6685,0.0672,49299,34392,,,,,92
6037701201,"North of Montana, Santa Monica, CA",69157,0.004,,45524,0.4603,57469,0.7753,,,,,0.4992,,0.5022,,0.6554,0.1678,65757,43835,,,,,1215
6037701202,"Wilshire Montana, Santa Monica, CA",63153,0,,39598,0.522,52631,0.7368,,,,,0.3982,,0.3686,,0.6598,0.1704,58804,38273,,,,,414
6037701302,"Wilshire Montana, Santa Monica, CA",55991,0,,40531,0.3656,44438,0.7427,,,,,0.348,,0.4288,,0.6904,0.2049,56279,41354,,,,,378
6037701304,"North of Montana, Santa Monica, CA",62470,0.0016,,40754,0.4797,52338,0.6967,,,,,0.4415,,0.4327,,0.7095,0.1993,60785,40933,,,,,979
6037701402,"Wilshire Montana, Santa Monica, CA",46606,0.0006,,31951,0.3838,47143,0.633,,,,,0.2992,,0.3174,,0.6933,0.2015,42622,31102,,,,,482
6037701501,"Wilshire Montana, Santa Monica, CA",51825,0.001,,34801,0.3941,54545,0.6715,,,,,0.363,,0.3592,,0.6885,0.1749,45121,30789,,,,,538
6037701502,"Downtown, Santa Monica, CA",41121,0.0057,,32644,0.3428,43211,0.7388,,,,,0.2126,,0.3064,,0.7437,0.1722,42313,33810,,,,,385
6037701601,"Northeast, Santa Monica, CA",61555,0.0007,,40170,0.4825,53721,0.7086,,,,,0.4267,,0.4115,,0.6512,0.2171,57322,38607,,,,,837
6037701602,"Mid-City, Santa Monica, CA",46469,0.0026,,34027,0.3726,44282,0.7112,,,,,0.2511,,0.3237,,0.7084,0.2231,45527,34153,,,,,355
6037701701,"Mid-City, Santa Monica, CA",39907,0.0114,,28626,0.3425,51971,0.6959,,,,,0.2051,,0.1915,,0.7295,0.1992,37212,28313,,,,,445
6037701702,"Downtown, Santa Monica, CA",38348,0.0007,,29101,0.3325,38579,0.7232,,,,,0.1704,,0.2145,,0.7691,0.2248,37253,30895,,,,,380
6037701801,"Pico, Santa Monica, CA",35914,0.019,,28543,0.2694,37165,0.7383,,,,,0.1105,,0.1835,,0.8095,0.353,37624,30867,,,,,1278
6037701802,"Pico, Santa Monica, CA",30754,0.0202,,24376,0.2821,30038,0.6969,,,,,0.0931,,0.1311,,0.7897,0.3364,30804,25902,,,,,875
6037701902,"Downtown, Santa Monica, CA",49908,0.0059,,34522,0.4023,45619,0.6366,,,,,0.3753,,0.3576,,0.6477,0.1199,50606,36775,,,,,194
6037702002,"Ocean Park, Santa Monica, CA",41609,0,,31911,0.3284,41764,0.7588,,,,,0.215,,0.2662,,0.621,0.2037,41642,32486,,,,,486
6037702102,"Ocean Park, Santa Monica, CA",44630,0.0018,,34320,0.3346,42237,0.7462,,,,,0.2479,,0.2905,,0.6958,0.1974,43058,35246,,,,,570
6037702201,"Sunset Park, Santa Monica, CA",47749,0.0014,,33861,0.3647,49603,0.7356,,,,,0.2824,,0.2968,,0.7189,0.2304,47075,34140,,,,,676
6037702202,"Sunset Park, Santa Monica, CA",44985,0.0038,,32364,0.3731,40647,0.7136,,,,,0.234,,0.2599,,0.7182,0.2678,42485,31080,,,,,718
6037702300,"Sunset Park, Santa Monica, CA",49232,0.0005,,36587,0.359,48491,0.7337,,,,,0.2945,,0.3197,,0.7497,0.2756,47496,36015,,,,,1108
6037702400,"Lucerne - Higuera, Culver City, CA",41022,0.0115,,30168,0.366,39574,0.75,,,,,0.1735,,0.2187,,0.8115,0.299,40369,31414,,,,,1105
6037702501,"Carlson Park, Culver City, CA",44424,0.0018,,30561,0.3951,43424,0.7275,,,,,0.2377,,0.2658,,0.7413,0.2337,41887,28491,,,,,951
6037702502,"Culver City, CA",41642,0.0069,,31928,0.3319,45121,0.7071,,,,,0.2244,,0.2628,,0.7002,0.2486,36320,29473,,,,,737
6037702600,"Culver City, CA",48582,0.0063,,35017,0.4102,45357,0.7608,,,,,0.3009,,0.3201,,0.7257,0.2641,46312,34412,,,,,1370
6037702700,"Park West, Culver City, CA",49598,0.0008,,33010,0.4264,49614,0.7342,,,,,0.31,,0.2586,,0.7577,0.2435,45981,32324,,,,,737
6037702801,"Clarkdale, Culver City, CA",43900,0.0019,,31691,0.3597,44784,0.7377,,,,,0.225,,0.2389,,0.8006,0.2527,44799,32724,,,,,1217
6037702802,"McLaughlin, Los Angeles, CA",44510,0.0016,,32319,0.3926,41069,0.768,,,,,0.2423,,0.2587,,0.7937,0.2657,42704,31983,,,,,494
6037702803,"Los Angeles, CA",33362,0.0145,,27129,0.2671,38940,0.7458,,,,,0.1172,,0.144,,0.812,0.3272,34954,27981,,,,,732
6037702901,"Marina del Rey, CA",44258,0.0149,,31791,0.3626,42747,0.7122,,,,,0.245,,0.3088,,0.5923,0.0889,44336,33999,,,,,522
6037703001,"Fox Hills, Culver City, CA",33150,0.0157,,26563,0.2456,41490,0.7074,,,,,0.1612,,0.2148,,0.6562,0.1809,32457,27166,,,,,753
6037703002,"Los Angeles, CA",39218,0.0115,,33059,0.2102,46682,0.7739,,,,,0.1819,,0.3006,,0.7638,0.3449,37372,31978,,,,,1440
6037703100,"View Park, View Park-Windsor Hills, CA",30482,0.0162,,26037,0.1772,37346,0.7318,,,,,0.1167,,0.1967,,0.7652,0.3224,29955,25574,,,,,1062
6037703200,"View Park, View Park-Windsor Hills, CA",34153,0.0089,,29782,0.1806,40554,0.7653,,,,,0.1299,,0.2586,,0.7409,0.3006,32516,29010,,,,,1163
6037800101,"Greater Mulwood, Calabasas, CA",66402,0.0014,,42843,0.5113,51741,0.7548,,,,,0.459,,0.4503,,0.7314,0.1961,64404,43632,,,,,1537
6037800102,"Topanga, CA",48463,0,,33873,0.407,48044,0.6829,,,,,0.3301,,0.3389,,0.6633,0.2025,49869,35365,,,,,1414
6037800202,"The Oaks, Calabasas, CA",62256,0,,41234,0.4588,57404,0.7126,,,,,0.4329,,0.449,,0.6962,0.177,59360,40429,,,,,1548
6037800203,"Calabasas, CA",64712,0.003,,41957,0.4793,51515,0.7645,,,,,0.4462,,0.472,,0.707,0.1366,58742,39801,,,,,1633
6037800204,"Calabasas, CA",62862,0.0005,,41747,0.4896,54188,0.7382,,,,,0.431,,0.4559,,0.7708,0.1809,61268,41388,,,,,1828
6037800324,"Agoura Hills, CA",58932,0.0025,,36823,0.5028,49060,0.767,,,,,0.3925,,0.3486,,0.7029,0.1748,57092,37000,,,,,2058
6037800325,"Westlake Village, CA",62036,0.0005,,41358,0.4704,49406,0.7933,,,,,0.3926,,0.4187,,0.6357,0.1988,58719,40778,,,,,675
6037800326,"Westlake Village, CA",63839,0,,41167,0.4896,50227,0.7697,,,,,0.4129,,0.4276,,0.6627,0.1403,63085,42840,,,,,1241
6037800327,"Agoura Hills, CA",52037,0.0057,,35222,0.4556,47397,0.7267,,,,,0.3587,,0.3508,,0.6911,0.1686,50914,34238,,,,,1348
6037800328,"Calabasas, CA",50891,0,,34505,0.4119,49117,0.7709,,,,,0.3443,,0.3358,,0.7184,0.2446,46165,33174,,,,,671
6037800329,"Agoura Hills, CA",53628,0.0029,,36355,0.4529,45094,0.774,,,,,0.3396,,0.3501,,0.657,0.1903,48862,33970,,,,,1735
6037800330,"Agoura Hills, CA",41115,0.004,,25601,0.4526,55680,0.6459,,,,,0.3042,,0.2227,,0.573,0.1256,32307,19036,,,,,254
6037800331,"Westlake Village, CA",56529,0,,40733,0.4752,40687,0.7928,,,,,0.3685,,0.3955,,0.6492,0.1777,54676,39504,,,,,273
6037800332,"Agoura Hills, CA",70046,0.0013,,44557,0.5242,49596,0.8037,,,,,0.4682,,0.4847,,0.6715,0.1561,66288,43566,,,,,2374
6037800406,"Malibu, CA",54971,0,,37816,0.4383,46797,0.7744,,,,,0.3872,,0.4061,,0.8158,0.2624,50565,35966,,,,,695
6037800408,"Central Malibu, Malibu, CA",51479,0.0065,,33543,0.4349,49964,0.6552,,,,,0.3504,,0.3383,,0.6717,0.1989,47853,32296,,,,,1610
6037800410,"Malibu, CA",57008,0.0021,,36534,0.4976,46136,0.7778,,,,,0.345,,0.3071,,0.635,0.1554,62729,37838,,,,,324
6037800504,"Eastern Malibu, Malibu, CA",59127,0,,39905,0.4025,53195,0.6694,,,,,0.3812,,0.427,,0.7409,0.2877,59349,40443,,,,,365
6037800506,"Eastern Malibu, Malibu, CA",59383,0.0021,,39139,0.4646,50025,0.6949,,,,,0.4397,,0.4522,,0.7394,0.2482,57407,39296,,,,,550
6037900102,"Lancaster, CA",36084,0.0114,,25124,0.4378,29064,0.6561,,,,,0.0979,,0.1727,,0.7023,0.1638,31917,22281,,,,,253
6037900103,"Lancaster, CA",34989,0.0235,,24266,0.4231,31962,0.7236,,,,,0.0896,,0.1428,,0.6639,0.1819,34073,24483,,,,,2307
